search URL:,https://patents.google.com/?country=CN&before=filing:20220104&after=filing:20220104&type=PATENT&sort=new
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-217099353-U,Printing device for basketball clothes number ,宣恩县众仁服饰有限公司,"李文猛, 陶明新",2022-01-04,2022-01-04,2022-08-02,2022-08-02,https://patents.google.com/patent/CN217099353U/en,https://patentimages.storage.googleapis.com/4e/e9/82/d6100311243c50/HDA0003454863120000011.png
CN-217432062-U,Corrosion inhibitor coating device for oil and gas pipeline ,湖北闪复管道科技有限公司,"田茂, 赵训宏, 平巍, 汪洋, 胡俊, 何战, 郭永丽",2022-01-04,2022-01-04,2022-09-16,2022-09-16,https://patents.google.com/patent/CN217432062U/en,https://patentimages.storage.googleapis.com/91/74/46/17f2b799674e53/HDA0003455361360000011.png
CN-217205476-U,Block structure for building engineering safety protection ,王平,王平,2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217205476U/en,https://patentimages.storage.googleapis.com/93/11/78/20974901e4d53b/HDA0003455552200000011.png
CN-216920965-U,A pendant for in furred ceiling board installation ,江苏洛狮龙装饰材料有限公司,宋昕,2022-01-04,2022-01-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN216920965U/en,https://patentimages.storage.googleapis.com/e6/bb/e5/20575070d39395/HDA0003454791070000011.png
CN-115189412-A,Wind measurement control method and system of wind generating set ,上海电气风电集团股份有限公司,"赵一秋, 郑永健, 任素雅, 王立位, 刘琳",2022-01-04,2022-01-04,2022-10-14,,https://patents.google.com/patent/CN115189412A/en,https://patentimages.storage.googleapis.com/9e/22/76/f579f84e8eb874/HDA0003455306060000011.png
CN-216432527-U,Drum furnace inlet furnace end convenient for liquid nitrogen inlet ,青岛科硕新材料科技有限公司,"苏红报, 苏方征",2022-01-04,2022-01-04,2022-05-03,2022-05-03,https://patents.google.com/patent/CN216432527U/en,https://patentimages.storage.googleapis.com/c0/25/c6/ca9cb0bbac5779/HDA0003454695970000011.png
CN-114018945-A,Detection device and detection method for forging bucket teeth ,中机智能装备创新研究院(宁波)有限公司,"吴双峰, 王帅, 李萌, 陈昌敏, 刘润泽, 李群, 张惠学, 孙震源",2022-01-04,2022-01-04,2022-02-08,,https://patents.google.com/patent/CN114018945A/en,https://patentimages.storage.googleapis.com/c7/8b/ed/90105de046a282/211230134127.png
CN-216639217-U,Ecological pond sewage treatment restores structure ,惠州大隆基环境治理有限公司,陈楚平,2022-01-04,2022-01-04,2022-05-31,2022-05-31,https://patents.google.com/patent/CN216639217U/en,https://patentimages.storage.googleapis.com/fd/6b/56/e2c58d835ba95e/HDA0003454380780000011.png
CN-114193456-A,Vibration suppression robot using multimodal input shaping method and control method thereof ,陈威,陈威,2022-01-04,2022-01-04,2022-03-18,,https://patents.google.com/patent/CN114193456A/en,https://patentimages.storage.googleapis.com/9b/e2/6b/22b48b6b929476/HDA0003455340570000011.png
CN-114271195-A,Automatic collection robot for livestock excrement ,山西农业大学资源环境学院,"刘志平, 周怀平, 解文艳, 杨振兴, 贾伟",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114271195A/en,https://patentimages.storage.googleapis.com/9a/2b/02/6afb94d8518c2f/220104174809.png
CN-217188444-U,Dust removal device for continuous type pellet shaking machine ,福建奥瑞机械有限公司,郭锐坤,2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217188444U/en,https://patentimages.storage.googleapis.com/3d/c8/bb/44fc947646b243/HDA0003455187280000011.png
CN-114398859-A,"Data labeling method and device, electronic equipment and storage medium ",北京快确信息科技有限公司,"符威, 江师朗, 吴振强, 杨育纯, 邹鸿岳, 周靖宇",2022-01-04,2022-01-04,2022-04-26,,https://patents.google.com/patent/CN114398859A/en,https://patentimages.storage.googleapis.com/d5/b8/2d/c1ece82ca661e9/HDA0003455235270000011.png
CN-114019113-A,Motor vehicle exhaust dynamic monitoring method and device based on multimode data correction ,杭州春来科技有限公司,"邱梦春, 王超, 温作乐, 汪鲁见, 吴垒, 冯雨轩, 陈红, 申科, 秦银龙, 陶波, 于志伟",2022-01-04,2022-01-04,2022-02-08,,https://patents.google.com/patent/CN114019113A/en,https://patentimages.storage.googleapis.com/04/b7/01/4cb696b6315a79/211228150932.png
CN-216530370-U,But split cable protective sheath ,天津金方发电设备零部件有限公司,"方婷, 方会, 丁启强",2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216530370U/en,https://patentimages.storage.googleapis.com/2b/03/06/f0af2cdd5f1122/HDA0003454439290000011.png
CN-217173190-U,Self-balancing basket body of electric hanging basket ,陕西亮业科建设工程集团有限公司,顾建亮,2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217173190U/en,https://patentimages.storage.googleapis.com/bd/02/7a/b5b392aaeab8e6/HDA0003454155920000011.png
CN-217295432-U,Portable low temperature hutch for biological antibody ,上海航新生物科技有限公司,俞翠萍,2022-01-04,2022-01-04,2022-08-26,2022-08-26,https://patents.google.com/patent/CN217295432U/en,https://patentimages.storage.googleapis.com/3b/82/d4/acad7d7fd11846/HDA0003455233080000011.png
CN-216387774-U,Flood-proof workshop control system based on relay loop ,中国电建集团成都勘测设计研究院有限公司,吴磊,2022-01-04,2022-01-04,2022-04-26,2022-04-26,https://patents.google.com/patent/CN216387774U/en,https://patentimages.storage.googleapis.com/0c/c5/ba/109df7452cdab6/HDA0003455274720000011.png
CN-216673558-U,Motor controller ,上海淳美电子科技有限公司,"杨荣根, 宛新东",2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216673558U/en,https://patentimages.storage.googleapis.com/71/6f/6d/36b1e8a4f90162/220104150056.png
CN-114003182-A,"Instruction interaction method and device, storage equipment and medium ",苏州浪潮智能科技有限公司,"刘子宁, 苑忠科",2022-01-04,2022-01-04,2022-02-01,,https://patents.google.com/patent/CN114003182A/en,https://patentimages.storage.googleapis.com/8b/b3/1d/01822642948d8e/211231170642.png
CN-114320229-A,Method for preventing blowout and pollution in well workover process of oil and gas well ,盘锦中亚石油技术有限公司,"王柏林, 王世显",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114320229A/en,https://patentimages.storage.googleapis.com/12/94/3b/9de7c23fd98899/HDA0003454349030000011.png
CN-114343560-A,Head fixing device for ophthalmologic examination ,郑州市第二人民医院,屈林,2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114343560A/en,https://patentimages.storage.googleapis.com/1e/c8/12/6a1dfe201ae292/HDA0003455448040000011.png
CN-217537003-U,Side slope ecological remediation structure ,山西安亿源环保科技有限公司,罗成甲,2022-01-04,2022-01-04,2022-10-04,2022-10-04,https://patents.google.com/patent/CN217537003U/en,https://patentimages.storage.googleapis.com/bb/8b/27/c2cdd7b1c41a7a/HDA0003454531550000011.png
CN-114313849-A,Displacement advancing mechanism suitable for rail wheel type structure ,中国航空工业集团公司北京长城计量测试技术研究所,"乔磊, 孙安斌, 甘晓川, 王鲁涛, 高廷, 瞿剑苏, 赵子越, 曹铁泽, 王继虎",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114313849A/en,https://patentimages.storage.googleapis.com/5e/5b/75/f1769a333143d8/HDA0003455543660000011.png
CN-114353804-A,"Fire emergency evacuation path planning method and device, intelligent terminal and storage medium ",哈尔滨工业大学（深圳）,"赵金秋, 毛明珠, 徐勇, 谢秉磊",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114353804A/en,https://patentimages.storage.googleapis.com/a3/22/3a/776e32bff3aee9/HDA0003455428490000011.png
CN-216392061-U,Corn and soybean intelligent regulation seed manure is with broadcasting all-in-one ,许昌市农业技术推广站,"袁建生, 段国占, 申占保, 李毓珍, 陈丰年, 杨喜红, 马庆霞, 徐绍峰, 李惠娟, 吕永利, 胡喜芳, 张凯远, 刘保安, 王威, 袁建永",2022-01-04,2022-01-04,2022-04-29,2022-04-29,https://patents.google.com/patent/CN216392061U/en,https://patentimages.storage.googleapis.com/4a/de/a6/80b64d3ab5caeb/220104102122.png
CN-114426438-A,Organic material decomposing inoculant containing compound microorganisms and application thereof ,春华秋实科技集团有限公司,"祝春华, 邵瑞鑫, 朱华, 贾鹏",2022-01-04,2022-01-04,2022-05-03,,https://patents.google.com/patent/CN114426438A/en,
CN-216889543-U,Rolling device for oil pipe of excavator ,江苏东信机械制造有限公司,刘国唐,2022-01-04,2022-01-04,2022-07-05,2022-07-05,https://patents.google.com/patent/CN216889543U/en,https://patentimages.storage.googleapis.com/42/3b/b2/cba6cdd1189dcd/HDA0003454044380000011.png
CN-114023524-A,Thin-wall inner circle oriented multi-pole magnetic ring and manufacturing method thereof ,绵阳和一磁电有限公司,袁小洪,2022-01-04,2022-01-04,2022-02-08,,https://patents.google.com/patent/CN114023524A/en,https://patentimages.storage.googleapis.com/05/bb/dc/97065e2707c501/211025145917.png
CN-217388845-U,Wireless high-definition picture transmission system for engineering vehicle ,大有万联(深圳)科技有限公司,"戴鹏, 邓松茂, 谭福光",2022-01-04,2022-01-04,2022-09-06,2022-09-06,https://patents.google.com/patent/CN217388845U/en,https://patentimages.storage.googleapis.com/6a/fc/c4/bb2fbae115dbf5/HDA0003455185360000011.png
CN-114291871-B,Abrasive wastewater treatment device ,浙江湖磨抛光磨具制造有限公司,"朱阳俞, 嵇兴林, 施欢权, 曹枫, 莫玲娟",2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN114291871B/en,https://patentimages.storage.googleapis.com/05/b8/16/f1555e4080bf93/HDA0003454909100000011.png
CN-216734561-U,Bumper assembling appliance ,一汽解放汽车有限公司,"李秀宇, 赵树超, 徐哲, 刘敏, 孟胤企, 苏海顺, 才华",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216734561U/en,https://patentimages.storage.googleapis.com/39/19/72/546c95c93e9138/HDA0003454474700000011.png
CN-217862597-U,Slide structure in injection mold ,深圳市信维通信股份有限公司,段德清,2022-01-04,2022-01-04,2022-11-22,2022-11-22,https://patents.google.com/patent/CN217862597U/en,https://patentimages.storage.googleapis.com/ab/cf/09/ed5602d4acd8d4/HDA0003454810350000011.png
CN-216977454-U,Air knife device ,"宏启胜精密电子(秦皇岛)有限公司, 鹏鼎控股(深圳)股份有限公司",邱洪生,2022-01-04,2022-01-04,2022-07-15,2022-07-15,https://patents.google.com/patent/CN216977454U/en,https://patentimages.storage.googleapis.com/5b/83/3b/bc50728048c48e/220104114604.png
CN-217428188-U,Mobile terminal protective housing ,广州讯迪电子科技发展有限公司,代拥军,2022-01-04,2022-01-04,2022-09-13,2022-09-13,https://patents.google.com/patent/CN217428188U/en,https://patentimages.storage.googleapis.com/13/73/8b/63d6464f485dc7/HDA0003455647950000011.png
CN-217981549-U,Detection system for electrical equipment maintenance ,天津英航科技发展有限公司,吴桐,2022-01-04,2022-01-04,2022-12-06,2022-12-06,https://patents.google.com/patent/CN217981549U/en,https://patentimages.storage.googleapis.com/76/0a/f1/c6b2f472fbf36a/HDA0003455141640000011.png
CN-114316817-A,Casting-grade PVC (polyvinyl chloride) decorative film and preparation method thereof ,南通百纳数码新材料有限公司,耿飞,2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114316817A/en,https://patentimages.storage.googleapis.com/3e/a0/6f/23177d57eea343/2201041032071.png
CN-113995468-A,"Clamping mechanism, bone drill device and surgical robot ",极限人工智能有限公司,"王迎智, 徐高峰, 袁平",2022-01-04,2022-01-04,2022-02-01,,https://patents.google.com/patent/CN113995468A/en,https://patentimages.storage.googleapis.com/2e/7f/4c/430eaaddad8cf1/211105152457.png
CN-217037627-U,Acrylic panel with waterproof structure ,广州创尔立电子有限公司,"周淑辉, 付英俊",2022-01-04,2022-01-04,2022-07-22,2022-07-22,https://patents.google.com/patent/CN217037627U/en,https://patentimages.storage.googleapis.com/17/5c/4e/7dd3d3a22f7e75/HDA0003455571010000011.png
CN-217792034-U,Environment-friendly home decoration cabinet convenient to assemble ,大诚世纪集成家居有限公司,林荣弟,2022-01-04,2022-01-04,2022-11-15,2022-11-15,https://patents.google.com/patent/CN217792034U/en,https://patentimages.storage.googleapis.com/da/af/c9/f18483225b22f6/HDA0003454876360000011.png
CN-114484612-A,Indoor unit of air conditioner ,"青岛海尔空调器有限总公司, 青岛海尔空调电子有限公司, 海尔智家股份有限公司","张雄菲, 赫明亮",2022-01-04,2022-01-04,2022-05-13,,https://patents.google.com/patent/CN114484612A/en,https://patentimages.storage.googleapis.com/49/67/e0/e3e1fe3c23ff09/HDA0003455392510000011.png
CN-114276048-A,Artificial plastic pumice and preparation method thereof ,奇磊环保材料科技(云浮)有限公司,"刘志才, 王军",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114276048A/en,
CN-216580199-U,Charging pile ,阳光电源股份有限公司,梁一龙,2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216580199U/en,https://patentimages.storage.googleapis.com/3d/26/09/5e9e2edf32b8c4/HDA0003455429440000011.png
CN-217191020-U,Spring flaw detection device ,南阳顺隆减振技术有限公司,"孟强, 刘剑, 张群林, 刘赛",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217191020U/en,https://patentimages.storage.googleapis.com/e8/a3/d0/0c1fe2c041aa9e/HDA0003455642440000011.png
CN-114343778-A,Patella microfracture forceps ,上海市第十人民医院,"高秋明, 李国东, 徐天阳, 李梓华, 陆恒立, 杨东",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114343778A/en,https://patentimages.storage.googleapis.com/20/e7/04/8868bf4ffc01ed/HDA0003455584790000011.png
CN-216906830-U,Particle type smoke generating section capable of being plugged ,云南中烟工业有限责任公司,"巩效伟, 秦云华, 赵伟, 韩熠, 杨柳, 吴俊�, 赵杨, 朱东来, 李廷华, 张子龙, 吴恒, 段沅杏, 田永峰",2022-01-04,2022-01-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN216906830U/en,https://patentimages.storage.googleapis.com/3a/df/06/380b1b7d03e101/HDA0003455489110000011.png
CN-114526203-A,Method for smoothing kinetic energy control power of fan rotor ,河海大学,"朱瑛, 王志聪, 滕德红, 卫志农, 孙国强, 臧海祥",2022-01-04,2022-01-04,2022-05-24,,https://patents.google.com/patent/CN114526203A/en,https://patentimages.storage.googleapis.com/50/82/d6/8f0e70206bef92/HDA0003454801470000011.png
CN-217255992-U,Torsion shaft disassembling tool ,河北翼凌机械制造总厂,"吴戈, 安红英, 陆晓佩",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217255992U/en,https://patentimages.storage.googleapis.com/1a/d9/7b/ccd43f1ff83333/HDA0003454181650000011.png
CN-217372632-U,Novel multi-functional laminator ,湖北方诺科技有限公司,李玲,2022-01-04,2022-01-04,2022-09-06,2022-09-06,https://patents.google.com/patent/CN217372632U/en,https://patentimages.storage.googleapis.com/25/dc/8f/b7753911076f9d/HDA0003455133470000011.png
CN-217681731-U,Air shaft duct for breaking shield tunnel segment mine construction interval ,北京市市政工程设计研究总院有限公司,"丁静泽, 张伯英, 刘金栓, 叶家强, 周牧, 张鹏飞, 李宗凯, 张金波",2022-01-04,2022-01-04,2022-10-28,2022-10-28,https://patents.google.com/patent/CN217681731U/en,https://patentimages.storage.googleapis.com/2e/3f/84/017a80baa8894a/HDA0003454813000000011.png
CN-217181028-U,All-fiber current transformer and all-fiber current transformer unit ,江苏深瑞光学技术有限公司,"徐盛果, 白云, 陈科祥, 陆雪",2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217181028U/en,https://patentimages.storage.googleapis.com/90/d4/eb/42f95e7524f992/HDA0003455524840000011.png
CN-114499151-A,Charging module fault communication system and method ,中兴新能源科技有限公司,"邓斌, 胡超, 江翔",2022-01-04,2022-01-04,2022-05-13,,https://patents.google.com/patent/CN114499151A/en,https://patentimages.storage.googleapis.com/63/0b/2c/92fb382bf2f3ba/HDA0003455462520000011.png
CN-114251969-A,Self-cleaning type waste heat conversion device ,济南恒昌机械设备有限公司,"任浩, 岑勇, 赵培建, 杨舒拉",2022-01-04,2022-01-04,2022-03-29,,https://patents.google.com/patent/CN114251969A/en,https://patentimages.storage.googleapis.com/7c/6e/c8/161eaf4b9cebc3/HDA0003454062920000011.png
CN-216810319-U,Gusset plate for outer side of wallboard ,广州鹏霄建筑设计有限公司,"彭云飞, 萧淦辉, 梁辉星, 张凯, 黄智豪, 彭瑚, 董浩鹏, 蓝舜, 张慧梅, 谭颂礼",2022-01-04,2022-01-04,2022-06-24,2022-06-24,https://patents.google.com/patent/CN216810319U/en,https://patentimages.storage.googleapis.com/61/d9/27/2b2b2c86440580/HDA0003454500130000011.png
CN-114440839-A,Forestry reconnaissance is with multi-functional mapping device ,郑敏,"郑敏, 孙琳, 徐纪泉",2022-01-04,2022-01-04,2022-05-06,,https://patents.google.com/patent/CN114440839A/en,https://patentimages.storage.googleapis.com/9a/56/26/90cc4a3612e4f0/HDA0003454823660000011.png
CN-216852912-U,Communication management machine device with heat dissipation function ,江苏安朗电力科技有限公司,裴晓玲,2022-01-04,2022-01-04,2022-06-28,2022-06-28,https://patents.google.com/patent/CN216852912U/en,https://patentimages.storage.googleapis.com/2a/c4/eb/df608709146ec0/HDA0003455155820000011.png
CN-114233924-A,Material pipe body control valve for initiator CNP washing reaction kettle ,"青岛海湾化学有限公司, 青岛海湾集团有限公司","张清亮, 李泽南, 刘月, 卢立厂, 杜淼, 孙亚楠",2022-01-04,2022-01-04,2022-03-25,,https://patents.google.com/patent/CN114233924A/en,https://patentimages.storage.googleapis.com/dc/ef/18/4f98f160d69c2e/211221165538.png
CN-114389688-A,Method and device for predicting performance of optical module ,烽火通信科技股份有限公司,"缪京霖, 李念军",2022-01-04,2022-01-04,2022-04-22,,https://patents.google.com/patent/CN114389688A/en,https://patentimages.storage.googleapis.com/96/b0/88/95d6ce7b467e5a/HDA0003455076060000011.png
CN-114209915-A,Body cleaner for long-term bedridden patient in infectious department ,中国人民解放军空军军医大学,"王瑞, 李曼, 申晓芬, 王苗苗, 蒙李梅",2022-01-04,2022-01-04,2022-03-22,,https://patents.google.com/patent/CN114209915A/en,https://patentimages.storage.googleapis.com/80/da/a0/6594aa47c38543/HDA0003454354320000011.png
CN-114358736-A,"Customer service work order generation method and device, storage medium and electronic equipment ",杭州网易智企科技有限公司,"冯旻伟, 尹竞成, 阮良, 陈泱, 郭万里",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114358736A/en,https://patentimages.storage.googleapis.com/b5/c5/5d/349c76715390f5/HDA0003454402030000011.png
CN-217475869-U,Can improve assembly efficiency's quick pressure gasket device ,晋江市清峰纺织机械有限公司,"杨清, 郭建东, 廖惟源, 李阿喜, 杨希营",2022-01-04,2022-01-04,2022-09-23,2022-09-23,https://patents.google.com/patent/CN217475869U/en,https://patentimages.storage.googleapis.com/80/2d/c4/8837c7f8d99414/220104184457.png
CN-114436418-A,Full-automatic food and beverage water oil separating equipment ,上海星级酒店设备工程有限公司,俞斌,2022-01-04,2022-01-04,2022-05-06,,https://patents.google.com/patent/CN114436418A/en,https://patentimages.storage.googleapis.com/cd/a6/c9/7d38369bc5b2f3/HDA0003453967900000011.png
CN-217348920-U,Cold insulation box for cold-chain logistics transportation ,上海申志制冷科技有限公司,马博,2022-01-04,2022-01-04,2022-09-02,2022-09-02,https://patents.google.com/patent/CN217348920U/en,https://patentimages.storage.googleapis.com/89/74/92/748bb51033d670/HDA0003454520760000011.png
CN-114356995-A,Block chain data analysis method and device and related equipment ,京东科技信息技术有限公司,"王海龙, 王�义, 赵铭, 于宝成",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114356995A/en,https://patentimages.storage.googleapis.com/a5/15/06/c80363e0a69e1c/HDA0003455594250000011.png
CN-216508278-U,Vehicle cleaning's drying device that bloies ,河北沁景科技有限公司,王海生,2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216508278U/en,https://patentimages.storage.googleapis.com/de/8b/be/289b54dbd81317/HDA0003455504010000011.png
CN-216731634-U,Vehicle buckle screwdriver ,一汽解放汽车有限公司,"唐亮, 王云博, 曲玉龙, 刘迪, 张天赐, 张俭",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216731634U/en,https://patentimages.storage.googleapis.com/63/d1/2f/075d816181a031/HDA0003454335720000011.png
CN-114712488-A,Pharmaceutical composition of Dorzagliatin and glucagon-like peptide-1 analogue ,华领医药技术（上海）有限公司,"陈力, 宋浩亮, 汤福兴, 单永强, 富欣",2021-01-04,2022-01-04,2022-07-08,,https://patents.google.com/patent/CN114712488A/en,https://patentimages.storage.googleapis.com/7d/81/61/ab1bf1ae6c09b1/HDA0003454667710000011.png
CN-217756107-U,Multi-functional trimming device of wheat pulling-on piece ,苏州东诚欣电子有限公司,张黎明,2022-01-04,2022-01-04,2022-11-08,2022-11-08,https://patents.google.com/patent/CN217756107U/en,https://patentimages.storage.googleapis.com/01/4d/e7/e6d2289133b0fd/DEST_PATH_HDA0003763575490000011.png
CN-114395785-A,Treatment method for anodized aluminum alloy part ,富泰华工业（深圳）有限公司,"李�杰, 徐晓波, 陈俊武, 温志林",2022-01-04,2022-01-04,2022-04-26,,https://patents.google.com/patent/CN114395785A/en,https://patentimages.storage.googleapis.com/b1/50/06/265dc8e6813206/HDA0003454961030000011.png
CN-216728803-U,Novel foil rolling mill of adjustment rolling line ,河南明泰科技发展有限公司,"王国权, 李发辉, 杨正高, 邵三勇, 李纪雷",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216728803U/en,https://patentimages.storage.googleapis.com/f4/9f/76/6645badfcd9e9d/211231150057.png
CN-216957634-U,Anti-collision device for transformer ,湘潭市科苑电器设备有限公司,高颂,2022-01-04,2022-01-04,2022-07-12,2022-07-12,https://patents.google.com/patent/CN216957634U/en,https://patentimages.storage.googleapis.com/5b/7f/aa/c33b25260686cf/HDA0003454574870000011.png
CN-114133844-A,High-weather-resistance powder coating for metal guardrail and preparation method and application thereof ,苏亿护栏有限公司,"吕健, 薛澄, 吕卫国",2022-01-04,2022-01-04,2022-03-04,,https://patents.google.com/patent/CN114133844A/en,
CN-114344673-A,Critical branch of academic or vocational study is with ECMO pipeline fixing device ,商丘市第一人民医院,"王天舒, 金爱莲, 王兰英",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114344673A/en,https://patentimages.storage.googleapis.com/d9/04/f6/0585853d98c6c3/HDA0003455396230000011.png
CN-217150074-U,Protective structure of hydraulic and hydroelectric engineering side slope ,中国水利水电第十工程局有限公司,"陈维, 邵芳, 陈鑫, 贾晓军, 蒲敏",2022-01-04,2022-01-04,2022-08-09,2022-08-09,https://patents.google.com/patent/CN217150074U/en,https://patentimages.storage.googleapis.com/b2/8d/e1/8801f39c65b967/DEST_PATH_HDA0003727580940000011.png
CN-216711503-U,Unilateral micro-lifting type lifting device ,营口鑫力斯特汽保设备有限公司,"原晨峰, 原洪亮",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216711503U/en,https://patentimages.storage.googleapis.com/a1/c5/9f/0b92dad0d29c93/HDA0003454666230000011.png
CN-114160950-A,Method for preparing efficient explosion cladding pipe based on water pressure in local vacuum environment ,安徽理工大学,"缪广红, 胡昱, 汪泉, 艾九英, 祁俊翔, 马秋月, 孙志皓",2022-01-04,2022-01-04,2022-03-11,,https://patents.google.com/patent/CN114160950A/en,https://patentimages.storage.googleapis.com/b1/14/c7/d592b77dc817dd/HDA0003454058820000011.png
CN-114317366-A,Bacterial strain and application thereof ,澳优乳业（中国）有限公司,"张臣臣, 王鹏, 潘丽娜, 顾瑞霞, 汪家琦, 康文丽, 吴忠坤, 戴智勇, 颜卫彬",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114317366A/en,https://patentimages.storage.googleapis.com/fd/80/9f/5b52f16990fd17/HDA0003455126040000011.png
CN-216494755-U,Anti-static anti-fatigue floor mat ,山东新宜佳地毯有限公司,李希成,2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216494755U/en,https://patentimages.storage.googleapis.com/8b/f7/69/08ec0688420ba5/220104151342.png
CN-217614704-U,A agitating unit for chemical product makes ,四川素恩吉科技有限公司,"张生怡, 符丹, 陈章林",2022-01-04,2022-01-04,2022-10-21,2022-10-21,https://patents.google.com/patent/CN217614704U/en,https://patentimages.storage.googleapis.com/21/a6/cf/c5889612390810/HDA0003455615100000011.png
CN-216720394-U,Smart jack that inserted sheet fastness is good ,广东顺德速曼拓电子科技有限公司,匡光伟,2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216720394U/en,https://patentimages.storage.googleapis.com/aa/48/5a/cfb1da9afbd430/HDA0003454686220000011.png
CN-216743582-U,Automatic electronic equipment support of centre gripping ,深圳市图拉斯科技有限公司,"甄锦雅, 陈陵",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216743582U/en,https://patentimages.storage.googleapis.com/a9/75/ea/b45e401a4db389/HDA0003455186360000011.png
CN-114309055-B,Heavy metal restoration ecological system for improving soil organic matter level and restoration method ,山西农业大学资源环境学院,"赵瑞芬, 冯悦晨, 滑小赞, 王森, 程滨, 杨斌",2022-01-04,2022-01-04,2023-05-23,2023-05-23,https://patents.google.com/patent/CN114309055B/en,https://patentimages.storage.googleapis.com/dd/c7/54/cd1a15c46c6874/HDA0003455459620000012.png
CN-216701059-U,Planting box and planting system ,浙江贸美农业科技有限公司,王四平,2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216701059U/en,https://patentimages.storage.googleapis.com/01/47/3b/81486de3fcf63e/HDA0003455583910000011.png
CN-114361626-A,BMS BUS port characteristic-based battery active charging and discharging management method ,深圳天邦达科技有限公司,"温丹, 胡龙文, 肖展伟",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114361626A/en,https://patentimages.storage.googleapis.com/42/c8/1b/b98a96bf83e668/HDA0003455114780000011.png
CN-217357974-U,Quick-dry skiing glove ,山东建华中兴手套股份有限公司,"陈旭, 戈满满, 江海英, 靳孙敏, 袁成英",2022-01-04,2022-01-04,2022-09-02,2022-09-02,https://patents.google.com/patent/CN217357974U/en,https://patentimages.storage.googleapis.com/57/9f/52/3e3b5d8ef37778/HDA0003454140840000011.png
CN-114763244-A,Braking device of winch ,住友重机械建机起重机株式会社,本庄浩平,2021-01-13,2022-01-04,2022-07-19,,https://patents.google.com/patent/CN114763244A/en,https://patentimages.storage.googleapis.com/a1/82/33/ab1ec4758fb697/HDA0003454745340000011.png
CN-216928692-U,Battery module ,阳光储能技术有限公司,"许二超, 石鹏程, 李盼盼",2022-01-04,2022-01-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN216928692U/en,https://patentimages.storage.googleapis.com/41/e9/6f/083fd74a5efc39/HDA0003455100390000011.png
CN-217318426-U,Heavy bamboo hot press waste heat cyclic utilization system ,福建省有竹科技有限公司,"陈林碧, 尹毅剑, 池志荣, 詹仕源",2022-01-04,2022-01-04,2022-08-30,2022-08-30,https://patents.google.com/patent/CN217318426U/en,https://patentimages.storage.googleapis.com/b9/e4/4a/c8024638a4ff9d/HDA0003455239340000011.png
